db,version,country,event_name,category,col,archive,full_repl
GDELT,v3,Brazil,Brazil launches anti-dumping investigations on Chinese products,Economic sanction / tariff barrier,shock,-0.844774861199968,-1.073141679967589
GDELT,v3,Canada,Canada-China energy cooperation and joint statement,Economic win-win cooperation,shock,-3.931272663798281,-5.306741447181768
GDELT,v3,Canada,Canada-China strategic partnership announced,Strategic partnership upgrade,shock,0.1757637428312561,0.2372597422670868
GDELT,v3,Canada,China bans Canadian pork imports over H1N1; Canada protests,Pandemic / disaster shock,shock,0.7214182354235519,0.9738271491390341
GDELT,v3,Canada,Canada-China FIPA signed,Economic win-win cooperation,shock,1.5007072312486314,2.0257728082534094
GDELT,v3,Canada,China detains Canadians Kovrig and Spavor ('Two Michaels'),Detention / judicial dispute,shock,-2.083530982709945,-2.8125142079947985
GDELT,v3,Canada,Meng Wanzhou arrested,Detention / judicial dispute,shock,-2.083530982709945,-2.8125142079947985
GDELT,v3,Canada,China suspends canola seed licences of Richardson and Viterra,Economic sanction / tariff barrier,shock,1.7451667341793569,2.355763497606037
GDELT,v3,Canada,Meng Released / Michaels Freed,Strategic partnership upgrade,shock,1.7602231117297742,2.3760877817817416
GDELT,v3,Canada,Canada bans Huawei and ZTE from 5G networks,Tech control / export restriction,shock,-0.9390465604571946,-1.2675990014889926
GDELT,v3,Canada,Canada imposes 100% surtax on Chinese-made EVs,Economic sanction / tariff barrier,shock,0.26694274326975187,0.3603403378195905
GDELT,v3,France,China-France comprehensive strategic partnership established,Strategic partnership upgrade,shock,-0.6399614793802455,-0.5905950160033147
GDELT,v3,France,Airbus A320 final assembly line MoU signed,Economic win-win cooperation,shock,0.5611673205792529,0.5178790182793485
GDELT,v3,France,Mega deals on aviation railways and nuclear power signed,Economic win-win cooperation,shock,-0.32811151400143446,-0.30280107648074583
GDELT,v3,France,Olympic torch relay disrupted in Paris,Diplomatic protest / friction,shock,-0.1007395144888085,-0.0929684943370368
GDELT,v3,France,Sarkozy meets Dalai Lama in Poland,Diplomatic protest / friction,shock,1.0048373900203502,0.9273244930530993
GDELT,v3,France,China-France joint communique restores ties,Strategic partnership upgrade,shock,2.0928432606527716,1.9314018715855334
GDELT,v3,France,Airbus cooperation agreements and aircraft orders,Economic win-win cooperation,shock,-0.15278482503824997,-0.1409990430610195
GDELT,v3,France,France applies to join AIIB as founding member,Economic win-win cooperation,shock,-0.4851332862846767,-0.4477102297696256
GDELT,v3,France,China-France joint statement on third-party market cooperation,Economic win-win cooperation,shock,-2.4299311765540295,-2.2424869126399165
GDELT,v3,France,China issues 4 billion euro sovereign bonds in Paris,Economic win-win cooperation,shock,0.14798906744344686,0.13657322896953117
GDELT,v3,France,French limits on Huawei 5G equipment,Tech control / export restriction,shock,-0.15269038776088195,-0.14091189065085774
GDELT,v3,France,China announces sanctions on relevant EU entities and personnel (including French MEP Raphaël Glucksmann),Diplomatic protest / friction,shock,-0.3997208346874317,-0.36888647264785546
GDELT,v3,France,China-France joint statement on climate change,Cultural / people-to-people cooperation,shock,-1.0296546457095621,-0.9502273520425537
GDELT,v3,Germany,Partnership with Global Responsibility established,Strategic partnership upgrade,shock,-2.3869408127586365,-2.19400787824327
GDELT,v3,Germany,Joint communiqué on advancing strategic partnership,Strategic partnership upgrade,shock,-0.47235331768367,-0.43417368992681094
GDELT,v3,Germany,Comprehensive strategic partnership established,Strategic partnership upgrade,shock,1.0359230544514817,0.952190909205509
GDELT,v3,Germany,Germany applies to join AIIB as founding member,Economic win-win cooperation,shock,-0.9724049949909263,-0.8938069215832427
GDELT,v3,Germany,Midea acquires Kuka amid technology concerns,Economic sanction / tariff barrier,shock,-0.7635917944230396,-0.7018717865860509
GDELT,v3,Germany,BMW to raise stake in BMW Brilliance Automotive JV to 75%,Economic win-win cooperation,shock,-0.8701138145584381,-0.7997837876437348
GDELT,v3,Germany,EU-China Comprehensive Agreement on Investment concluded,Economic win-win cooperation,shock,1.3255445630836054,1.2184027349244713
GDELT,v3,Germany,BMW acquires 75% stake in China joint venture as ownership caps lift,Economic win-win cooperation,shock,-1.3367345433008238,-1.2286882454083234
GDELT,v3,Germany,Germany blocks Elmos Semiconductor fab sale to Chinese-owned Silex,Tech control / export restriction,shock,0.521813614535329,0.4796361833295595
GDELT,v3,Germany,German government China strategy released,Negative strategic positioning,shock,-0.976197021859903,-0.8972924444670003
GDELT,v3,Germany,4th China-Germany High-Level Financial Dialogue held in Beijing,Economic win-win cooperation,shock,1.1257424537652143,1.0347503378516079
GDELT,v3,India,India-China Declaration on Principles for Relations and Comprehensive Cooperation,Strategic partnership upgrade,shock,0.26498786936798874,0.35792348434788346
GDELT,v3,India,India-China Strategic Partnership and Boundary Political Parameters Agreement,Strategic partnership upgrade,shock,0.6090347731000371,0.8226333099583061
GDELT,v3,India,India-China defence ministers MOU,Military / security cooperation,shock,-1.2539930571383564,-1.6937890984576343
GDELT,v3,India,China-India Hand-in-Hand 2007 joint anti-terror military training,Military / security cooperation,shock,-1.1182215901574324,-1.5104003393693801
GDELT,v3,India,Depsang Standoff (Daulat Beg Oldi incursion),Sovereignty dispute,shock,-0.8844164253110023,-1.1945958481677355
GDELT,v3,India,Chumar-Demchok Standoff during Xi visit,Sovereignty dispute,shock,-0.09943238308321685,-0.13430495929885683
GDELT,v3,India,Doklam Standoff,Sovereignty dispute,shock,0.5097526118451579,0.6885312577598839
GDELT,v3,India,Doklam Standoff Disengagement,Military / security cooperation,shock,1.3051922913547847,1.7629447483007556
GDELT,v3,India,India revokes Article 370 in Kashmir; China expresses concern,Sovereignty dispute,shock,-1.9125496571904073,-2.583312356609467
GDELT,v3,India,"India bans 59 Chinese apps (TikTok, WeChat, etc.)",Tech control / export restriction,shock,-0.23322401480582866,-0.31501952225964325
GDELT,v3,India,Galwan Valley Clash,Sovereignty dispute,shock,-0.23322401480582866,-0.31501952225964325
GDELT,v3,India,Pangong Tso disengagement agreement,Military / security cooperation,shock,-0.3655252771567772,-0.49372101873650576
GDELT,v3,India,India-China patrolling agreement (Depsang/Demchok),Military / security cooperation,shock,1.2313684828980167,1.6632297129910332
GDELT,v3,Indonesia,Strategic Partnership,Strategic partnership upgrade,shock,0.43328214941007626,0.5382165647468131
GDELT,v3,Indonesia,Indonesia detains 75 Chinese fishermen,Detention / judicial dispute,shock,1.157334331419171,1.4376232876615487
GDELT,v3,Indonesia,China-Indonesia strategic partnership,Strategic partnership upgrade,shock,-0.6687643144663742,-0.8307289659807495
GDELT,v3,Indonesia,Maritime Silk Road,Economic win-win cooperation,shock,-0.6687643144663742,-0.8307289659807495
GDELT,v3,Indonesia,Indonesia signs MoU to join AIIB as prospective founding member,Economic win-win cooperation,shock,0.4533482187384738,0.563142334055809
GDELT,v3,Indonesia,Jokowi BRI Visit,Economic win-win cooperation,shock,-0.9767937340026708,-1.2133584748342823
GDELT,v3,Indonesia,Jakarta-Bandung HSR agreement,Economic win-win cooperation,shock,-2.3861144185341145,-2.963995417731383
GDELT,v3,Indonesia,Natuna Fishing Dispute,Sovereignty dispute,shock,2.518307100094503,3.128203177157825
GDELT,v3,Indonesia,China participates in Indonesia-hosted Komodo-2018 multilateral naval exercise,Military / security cooperation,shock,0.31977822483518764,0.3972236979666953
GDELT,v3,Indonesia,Indonesia deploys ships/jets to Natuna,Sovereignty dispute,shock,-2.000803206623105,-2.4853676295441045
GDELT,v3,Indonesia,COVID in Indonesia,Pandemic / disaster shock,shock,1.3758202453307897,1.7090232015310314
GDELT,v3,Indonesia,PLA Navy dispatched three salvage ships to assist Indonesia after the sinking of submarine KRI Nanggala-402,Pandemic / crisis aid,shock,0.7559717634157647,0.9390567465223186
GDELT,v3,Indonesia,Jakarta-Bandung HSR starts operation,Economic win-win cooperation,shock,-1.5144011150933758,-1.8811662721947915
GDELT,v3,Iran,Sinopec signs US$70 billion Yadavaran oil and gas deal,Economic win-win cooperation,shock,-0.6684467624511873,-0.7600266085182454
GDELT,v3,Iran,UNSC Resolution 1737 sanctions on Iran (China votes in favour),Economic sanction / tariff barrier,shock,1.1803275697086255,1.3420371077221542
GDELT,v3,Iran,UNSC Resolution 1929 fourth round sanctions on Iran (China votes in favour),Economic sanction / tariff barrier,shock,1.0956917120240008,1.2458058033184989
GDELT,v3,Iran,Joint Comprehensive Plan of Action (JCPOA) signed,Strategic partnership upgrade,shock,-1.6564684251634363,-1.8834111405939518
GDELT,v3,Iran,US withdraws from JCPOA and reimposes sanctions; China opposes unilateral sanctions,Economic sanction / tariff barrier,shock,-0.7006891372895789,-0.796686316030534
GDELT,v3,Iran,China donates COVID-19 medical supplies to Iran,Pandemic / crisis aid,shock,0.1998786081050825,0.2272627667106798
GDELT,v3,Iran,China and Iran sign 25-year comprehensive cooperation plan,Strategic partnership upgrade,shock,1.3496122926591771,1.5345145062007712
GDELT,v3,Iran,China and Iran launch implementation of comprehensive cooperation plan,Strategic partnership upgrade,shock,-1.1688814097080393,-1.3290227786020576
GDELT,v3,Iran,China-brokered Saudi-Iran rapprochement restores diplomatic ties,Strategic partnership upgrade,shock,-1.3648880260359961,-1.5518830753721424
GDELT,v3,Iran,Iran officially becomes full member of Shanghai Cooperation Organization,Multilateral / third-party meeting,shock,-1.2533082116952268,-1.4250163858521927
GDELT,v3,Italy,Comprehensive strategic partnership established,Strategic partnership upgrade,shock,-0.129578346360605,-0.17665653819025973
GDELT,v3,Italy,Italy-China cultural cooperation programme,Cultural / people-to-people cooperation,shock,0.2712563509019791,0.3698087624849842
GDELT,v3,Italy,ChemChina agrees to acquire Pirelli,Economic win-win cooperation,shock,1.608192645300504,2.1924785540263394
GDELT,v3,Italy,Belt and Road Initiative MoU signed,Strategic partnership upgrade,shock,-0.36342637550829326,-0.4954658489440902
GDELT,v3,Italy,Deals worth 2.5 billion euros signed,Economic win-win cooperation,shock,-0.36342637550829326,-0.4954658489440902
GDELT,v3,Italy,China sends COVID-19 medical aid and experts,Pandemic / crisis aid,shock,-0.20410508352602957,-0.2782602070132937
GDELT,v3,Italy,Italy blocks Fastweb-Huawei 5G core deal (de-facto restriction),Tech control / export restriction,shock,-1.260219636386413,-1.7180805634288872
GDELT,v3,Italy,Italy and China agree on second round of third-party market cooperation projects,Economic win-win cooperation,shock,0.05015906848983285,0.06838277881400678
GDELT,v3,Italy,Italy-China Intergovernmental Committee meeting,Multilateral / third-party meeting,shock,0.3459305066401949,0.47161340975438426
GDELT,v3,Italy,Italy withdraws from Belt and Road Initiative,Policy shift / domestic politics,shock,-0.20731470743356334,-0.2826359462036958
GDELT,v3,Italy,2024-2027 action plan on strengthening comprehensive strategic partnership,Strategic partnership upgrade,shock,-1.0558504511200475,-1.4394603016650265
GDELT,v3,Japan,Anti-Japanese protests across major Chinese cities,Diplomatic protest / friction,shock,-0.9147747328798012,-0.8352063634059396
GDELT,v3,Japan,Senkaku/Diaoyu fishing boat standoff,Sovereignty dispute,shock,1.3799209627214863,1.25989353185783
GDELT,v3,Japan,China-Japan Joint Statement on strategic mutually beneficial relations,Strategic partnership upgrade,shock,0.055585157319567924,0.050750283578638644
GDELT,v3,Japan,China and Japan hold 10th round of strategic dialogue in Beijing,Strategic partnership upgrade,shock,-0.10299681173802167,-0.09403800682525243
GDELT,v3,Japan,"Fifth round of trilateral senior foreign affairs officials' consultation of China, Japan and the ROK in Jeju",Multilateral / third-party meeting,shock,-0.09528653295695833,-0.08699837873965244
GDELT,v3,Japan,Senkaku Boat Collision,Sovereignty dispute,shock,-0.8567959199582313,-0.7822706276949484
GDELT,v3,Japan,Nationalization of Senkaku,Sovereignty dispute,shock,-0.18725298440924165,-0.17096546124859083
GDELT,v3,Japan,China declares East China Sea ADIZ,Sovereignty dispute,shock,1.5205839372818275,1.3883214466500955
GDELT,v3,Japan,Japan allows collective self-defense,Policy shift / domestic politics,shock,0.342108673184494,0.312351588374705
GDELT,v3,Japan,Japan protests China ECS gas drilling,Sovereignty dispute,shock,-0.574404981162379,-0.5244424427078324
GDELT,v3,Japan,China-Japan maritime liaison starts,Military / security cooperation,shock,0.46867887051168755,0.4279125351582096
GDELT,v3,Japan,RCEP Signed,Economic win-win cooperation,shock,0.8440730401865009,0.7706544015747259
GDELT,v3,Japan,Japan approves Fukushima water release,Diplomatic protest / friction,shock,-1.6531258807432834,-1.5093347088427496
GDELT,v3,Japan,Taiwan Tensions,Sovereignty dispute,shock,-0.15003646070563814,-0.13698608216884328
GDELT,v3,Japan,Japanese PM Takaichi links Taiwan contingency to 'survival-threatening situation',Negative strategic positioning,shock,-1.087437759822914,-0.9928509218360064
GDELT,v3,Malaysia,China-Malaysia Joint Communique on strategic cooperation,Strategic partnership upgrade,shock,-0.06901684980291084,-0.05590453369640502
GDELT,v3,Malaysia,China-Malaysia comprehensive strategic partnership established,Strategic partnership upgrade,shock,0.38693283558055724,0.31342056043894456
GDELT,v3,Malaysia,Malaysia Airlines Flight MH370 disappearance,Pandemic / disaster shock,shock,0.1791121247367402,0.14508311870759227
GDELT,v3,Malaysia,China-Malaysia Littoral Mission Ships defense deal,Military / security cooperation,shock,-0.428072162605021,-0.3467439430687549
GDELT,v3,Malaysia,Malaysia suspends China-backed East Coast Rail Link project,Policy shift / domestic politics,shock,-0.3566577312156004,-0.28889733753082614
GDELT,v3,Malaysia,East Coast Rail Link reinstated at reduced cost,Economic win-win cooperation,shock,-0.8285299659047056,-0.6711199008600264
GDELT,v3,Malaysia,Xi-Mahathir phone call on COVID-19 cooperation,Pandemic / crisis aid,shock,1.7636469452614556,1.428576649926614
GDELT,v3,Malaysia,Chinese survey ship Haiyang Dizhi 8 tags Malaysian drillship West Capella in South China Sea,Sovereignty dispute,shock,-0.5734592321831606,-0.4645093344690139
GDELT,v3,Malaysia,China-Malaysia reciprocal visa-free entry policy,Cultural / people-to-people cooperation,shock,-0.18639959357118074,-0.15098606194797326
GDELT,v3,Malaysia,Joint Statement on Deepening Comprehensive Strategic Partnership towards Community with Shared Future,Strategic partnership upgrade,shock,-0.36370290707964376,-0.2946040203570235
GDELT,v3,Malaysia,Joint Statement on High-level Strategic China-Malaysia Community with Shared Future,Strategic partnership upgrade,shock,1.007493948329739,0.8160830223947493
GDELT,v3,Mexico,Mexico requests WTO consultations on Chinese industrial subsidy programs,Economic sanction / tariff barrier,shock,-1.5822212881021653,-2.166676008923489
GDELT,v3,Mexico,Transitional trade remedy measure replaces anti-dumping duties on Chinese goods,Economic sanction / tariff barrier,shock,1.5572608576499471,2.132495476630125
GDELT,v3,Mexico,Mexico cancels USD 3.7 billion Chinese-led bullet train contract,Policy shift / domestic politics,shock,0.5087014678616699,0.6966100597989644
GDELT,v3,Mexico,China sends COVID-19 medical supplies and ventilators to Mexico,Pandemic / crisis aid,shock,0.6096097002741565,0.8347926565792527
GDELT,v3,Mexico,First shipment of Chinese Sinovac COVID-19 vaccine arrives in Mexico City,Pandemic / crisis aid,shock,-0.5829337956285429,-0.7982629732494897
GDELT,v3,Mexico,"Mexico amends Mining Law to nationalize lithium, affecting Ganfeng concessions",Policy shift / domestic politics,shock,-0.5355821233477359,-0.7334201266232174
GDELT,v3,Mexico,Mexico raises tariffs on 392 Chinese product lines via presidential decree,Economic sanction / tariff barrier,shock,0.40094436581036985,0.5490486980846878
GDELT,v3,Mexico,Mexico expands tariffs to 544 product lines with rates up to 50 percent,Economic sanction / tariff barrier,shock,2.4554245098922576,3.3624306646054603
GDELT,v3,Mexico,Mexico imposes additional 15-35 percent duties on 155 textile and apparel items,Economic sanction / tariff barrier,shock,0.3113140921126845,0.4263100109273694
GDELT,v3,Mexico,"Mexico enacts permanent tariffs on 1,463 products affecting Chinese imports",Economic sanction / tariff barrier,shock,-0.04266532627199008,-0.05842541719135608
GDELT,v3,Netherlands,Open and pragmatic comprehensive partnership established,Strategic partnership upgrade,shock,0.6101893585506268,1.04233555333135
GDELT,v3,Netherlands,22 countries including the Netherlands send joint UNHRC letter criticizing China's Xinjiang policy,Diplomatic protest / friction,shock,0.07897335644119102,0.13490359350102143
GDELT,v3,Netherlands,"Netherlands recalls 600,000 face masks purchased from China",Pandemic / disaster shock,shock,-0.29974359335862116,-0.5120269632087714
GDELT,v3,Netherlands,Netherlands announces export controls on advanced semiconductor equipment,Tech control / export restriction,shock,-0.9547125640702055,-1.6308557905798757
GDELT,v3,Philippines,"Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam",Sovereignty dispute,shock,0.26993026218787397,0.42331275714863126
GDELT,v3,Philippines,China and Philippines sign MOU on broadening agriculture and fisheries cooperation,Economic win-win cooperation,shock,0.22042754562496025,0.34568110790431916
GDELT,v3,Philippines,Philippines signs Republic Act 9522 baselines law; China protests,Sovereignty dispute,shock,0.2504892987285173,0.3928248534326772
GDELT,v3,Philippines,Chinese patrol boats harass Philippine survey vessel at Reed Bank,Sovereignty dispute,shock,-1.4557417380454807,-2.282937984920965
GDELT,v3,Philippines,Scarborough Shoal standoff,Sovereignty dispute,shock,0.039033408606579,0.06121336557165913
GDELT,v3,Philippines,Philippines files SCS arbitration,Sovereignty dispute,shock,0.46108197321224326,0.7230826205627789
GDELT,v3,Philippines,South China Sea tribunal ruling,Sovereignty dispute,shock,0.9561750370655739,1.499502456583416
GDELT,v3,Philippines,China-Philippines BCM launched,Strategic partnership upgrade,shock,-0.6625028451310053,-1.038956891006261
GDELT,v3,Philippines,Philippines-China MoU on oil and gas development in West Philippine Sea,Economic win-win cooperation,shock,-0.6526051016734424,-1.0234349519742654
GDELT,v3,Philippines,Reed Bank/Gem-Ver collision,Sovereignty dispute,shock,-0.12162282408949945,-0.190732571369472
GDELT,v3,Philippines,US Base Expansion,Sovereignty dispute,shock,-1.3875630341975442,-2.1760180906091424
GDELT,v3,Philippines,Second Thomas Shoal water cannon,Sovereignty dispute,shock,-1.5163215664507026,-2.3779410941757426
GDELT,v3,Russia,Supplementary agreement on China-Russia eastern border signed,Strategic partnership upgrade,shock,0.9511670266106036,0.7629595783927434
GDELT,v3,Russia,Peace Mission 2005 joint military exercise,Military / security cooperation,shock,-0.5443635739812103,-0.43665033719372315
GDELT,v3,Russia,Russia Year in China launched,Cultural / people-to-people cooperation,shock,-2.540664462458931,-2.037943108711925
GDELT,v3,Russia,Heixiazi Island handover and border marker unveiling,Strategic partnership upgrade,shock,1.0959695316072353,0.87911000736222
GDELT,v3,Russia,New Star cargo ship sunk by Russian coast guard,Diplomatic protest / friction,shock,-1.3208168396571325,-1.0594667717927464
GDELT,v3,Russia,China-Russia crude oil pipeline completed,Economic win-win cooperation,shock,-1.3160719835128192,-1.0556607804766898
GDELT,v3,Russia,Treaty of Good-Neighborliness 10th anniversary joint statement,Strategic partnership upgrade,shock,1.7754555343141711,1.424146094237937
GDELT,v3,Russia,Russian coast guard fires on Chinese fishing vessel,Diplomatic protest / friction,shock,-0.49374974906901037,-0.3960514713420946
GDELT,v3,Russia,East-route gas supply contract signed,Economic win-win cooperation,shock,0.23620328035374666,0.18946573015241297
GDELT,v3,Russia,Joint statement on Silk Road Economic Belt and EEU alignment,Strategic partnership upgrade,shock,-0.18199142887340403,-0.14598077935810294
GDELT,v3,Russia,Relations elevated to comprehensive strategic partnership of coordination for a new era,Strategic partnership upgrade,shock,-0.31397172736996304,-0.25184613221406005
GDELT,v3,Russia,Power of Siberia gas pipeline begins deliveries,Economic win-win cooperation,shock,-0.4067730067637113,-0.3262848196576982
GDELT,v3,Russia,Joint statement on international relations entering a new era,Strategic partnership upgrade,shock,-0.4089256740262838,-0.3280115385841571
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish comprehensive strategic partnership,Strategic partnership upgrade,shock,-0.6196413075344193,-0.8998096771242796
GDELT,v3,Saudi Arabia,Saudi Arabia donates over US$60 million for Wenchuan earthquake relief,Pandemic / crisis aid,shock,-0.6862491300868685,-0.9965339635398389
GDELT,v3,Saudi Arabia,China and Saudi Arabia establish strategic friendly relations,Strategic partnership upgrade,shock,-1.6203290814753948,-2.3529544752896716
GDELT,v3,Saudi Arabia,Mina Hajj stampede kills Chinese pilgrims,Pandemic / disaster shock,shock,0.09313288499587064,0.13524255106754968
GDELT,v3,Saudi Arabia,Abqaiq-Khurais attack disrupts Saudi oil supply,Security threat,shock,-0.007958240950779114,-0.011556528161253965
GDELT,v3,Saudi Arabia,COVID-19 pandemic and oil price war slash China oil demand,Pandemic / disaster shock,shock,0.5113993387226184,0.7426265296750069
GDELT,v3,Saudi Arabia,Saudi Arabia becomes Chinese group tourism destination,Economic win-win cooperation,shock,0.2505821756201878,0.36388191651567103
GDELT,v3,Saudi Arabia,Saudi Aramco acquires 10% stake in Rongsheng Petrochemical,Economic win-win cooperation,shock,0.38029917910193256,0.5522499507335223
GDELT,v3,Saudi Arabia,PBOC and SAMA sign bilateral currency swap agreement,Economic win-win cooperation,shock,0.19616330233761003,0.2848577646354422
GDELT,v3,Saudi Arabia,China launches unilateral visa-free trial for Saudi citizens,Cultural / people-to-people cooperation,shock,-0.37435239747949384,-0.5436143552905608
GDELT,v3,Saudi Arabia,China and Saudi Arabia sign mutual visa exemption for diplomatic passport holders,Cultural / people-to-people cooperation,shock,0.03471928278243677,0.05041746934974256
GDELT,v3,Singapore,Joint Council for Bilateral Cooperation launched,Economic win-win cooperation,shock,1.0248841128690191,0.9805117033084141
GDELT,v3,Singapore,Deputy PM Lee Hsien Loong visit to Taiwan sparks Chinese protest,Sovereignty dispute,shock,-2.2174813560507376,-2.1214753884606594
GDELT,v3,Singapore,Tianjin Eco-City Framework Agreement signed,Economic win-win cooperation,shock,-0.46663574670754526,-0.44643272842622617
GDELT,v3,Singapore,China-Singapore Free Trade Agreement signed,Economic win-win cooperation,shock,1.4323193493896382,1.3703070106338135
GDELT,v3,Singapore,Singapore and China establish bilateral currency swap arrangement,Economic win-win cooperation,shock,0.40964431941075075,0.3919087478599481
GDELT,v3,Singapore,Singapore military vehicles detained in Hong Kong,Detention / judicial dispute,shock,0.763531822242551,0.7304746733379204
GDELT,v3,Singapore,China-Singapore Chongqing Connectivity Initiative Southern Transport Corridor launched,Economic win-win cooperation,shock,0.0845514274645443,0.08089076913129323
GDELT,v3,Singapore,China-Singapore FTA upgrade protocol signed,Economic win-win cooperation,shock,0.8612197846755194,0.823933230491025
GDELT,v3,Singapore,Relations elevated to all-round high-quality future-oriented partnership,Strategic partnership upgrade,shock,-1.2609157243131253,-1.2063243141838325
GDELT,v3,Singapore,30-day mutual visa exemption,Cultural / people-to-people cooperation,shock,-0.6840127667808307,-0.6543983994087799
GDELT,v3,Singapore,China-Singapore FTA further upgraded,Economic win-win cooperation,shock,-0.07323831936192937,-0.07006746261680852
GDELT,v3,South Korea,Kimchi import dispute with South Korea,Economic sanction / tariff barrier,shock,0.05378157583550758,0.05227421326128345
GDELT,v3,South Korea,ROKS Cheonan sinking,Security threat,shock,-1.0422859828693412,-1.0130733229982223
GDELT,v3,South Korea,Yeonpyeong Island shelling,Security threat,shock,0.46176025862664283,0.4488182776358547
GDELT,v3,South Korea,China declares East China Sea ADIZ covering Ieodo/Suyan Rock,Sovereignty dispute,shock,1.74364082201276,1.6947709464622587
GDELT,v3,South Korea,South Korea announces decision to join AIIB as founding member,Economic win-win cooperation,shock,0.009522818441923597,0.009255917744101172
GDELT,v3,South Korea,China-South Korea FTA enters into force,Economic win-win cooperation,shock,-1.729541430985545,-1.6810667259748353
GDELT,v3,South Korea,THAAD deployment announced,Security threat,shock,-0.9025049325740304,-0.8772099846800632
GDELT,v3,South Korea,China restricts K-pop and Hallyu over THAAD,Diplomatic protest / friction,shock,-0.2527306458710059,-0.24564724024320186
GDELT,v3,South Korea,Lotte stores closed in China amid THAAD retaliation,Diplomatic protest / friction,shock,2.313756603309303,2.248907813449387
GDELT,v3,South Korea,THAAD 'Three Noes' and bilateral relations normalization,Strategic partnership upgrade,shock,1.093091964553535,1.0624553405432529
GDELT,v3,South Korea,US-Japan-South Korea Camp David summit criticizes China,Negative strategic positioning,shock,0.8695648881563269,0.8451931670250042
